# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "-t" "exon" "-g" "gene_id" "-a" "/proj/uppmax2026-1-61/nobackup/work/Manu/Braker3/braker.gtf" "-o" "/home/mabo3966/Genome_Analysis/Njaponicum_transcriptomics_heat_response/analyses/06_expression/FeatureCounts/Results/featurecounts_chr3.txt" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_3.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_3.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_3.sorted.bam
g2353	contig_93_pilon;contig_93_pilon	4656;5201	4969;5609	+;+	723	0	0	0	0	0	0
g2354	contig_93_pilon;contig_93_pilon	8560;10242	8729;10392	+;+	321	0	0	0	0	0	0
g2355	contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon	46253;47137;47434;47985	46456;47311;47556;48256	+;+;+;+	774	0	0	0	0	0	0
g2356	contig_93_pilon	48762	49316	-	555	0	0	0	0	0	0
g2357	contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon	49726;50009;50606;50970;51201	49889;50423;50702;51055;51311	+;+;+;+;+	873	0	0	0	0	0	0
g2358	contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon	51389;51695;51917;52196;52433;52937;53212;53461;53900;54085;54919	51505;51773;52051;52345;52634;52998;53315;53631;54057;54559;56523	+;+;+;+;+;+;+;+;+;+;+	3258	0	0	0	0	0	0
g2359	contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon;contig_93_pilon	57319;57658;57879;58104;58483;58725;59047;59377;59676;60188;60269;60629;60817	57524;57761;57940;58233;58564;58776;59115;59616;60032;60240;60532;60763;61126	+;+;+;+;+;+;+;+;+;+;+;+;+	2064	0	0	0	0	0	0
g2360	contig_94_pilon	1883	2254	-	372	3340	4158	4898	1683	2170	2907
g2361	contig_94_pilon	2400	2693	+	294	2	1	0	62	33	90
g2362	contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon	3446;3446;3779;3779;4183;4183;4536;4536;4788;4788;5060;5376;5376;5711;5711;6351;6351;6541;6541;6797;6797	3553;3553;3887;3887;4265;4265;4670;4670;5024;5118;5123;5474;5474;5947;5947;6465;6465;6678;6678;6803;6803	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1367	189	256	225	249	140	204
g2363	contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon;contig_94_pilon	6851;7125;7563;8187;8500;8665	6921;7233;7820;8294;8586;8817	+;+;+;+;+;+	786	19	68	40	101	42	81
g2364	contig_95_pilon;contig_95_pilon;contig_95_pilon;contig_95_pilon;contig_95_pilon	10836;11199;11483;14467;14730	11016;11430;11574;14526;14758	-;-;-;-;-	594	0	0	0	0	0	0
g2365	contig_95_pilon;contig_95_pilon;contig_95_pilon	60509;60780;61034	60568;60903;61170	+;+;+	321	3759	2842	6921	4574	3822	5166
g2366	contig_95_pilon;contig_95_pilon;contig_95_pilon	61235;61571;62247	61264;61770;62337	+;+;+	321	5145	5765	7111	5699	5395	8516
g2367	contig_95_pilon;contig_95_pilon;contig_95_pilon;contig_95_pilon;contig_95_pilon	65388;65844;65993;66621;66846	65533;65952;66232;66729;66934	-;-;-;-;-	693	5279	8666	8647	5450	4487	9240
g2368	contig_98_pilon;contig_98_pilon;contig_98_pilon	2926;3282;3384	3145;3340;3470	+;+;+	366	231	223	341	398	417	254
g2369	contig_98_pilon	3507	4805	+	1299	2004	2242	3485	3845	3571	2745
g2370	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	5516;5851;6207;6424;7039	5653;5867;6374;6539;7157	+;+;+;+;+	558	181	106	195	163	86	153
g2371	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	7482;7532;7708;7870;7930;7939;8589;8589;9082;9489;9893;10397;10998	7494;7566;7780;7889;8367;8367;8966;8849;9372;9845;10267;10947;11313	+;+;+;+;+;+;+;+;+;+;+;+;+	2847	749	855	1124	407	260	349
g2372	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	13424;17284;17373;17631;18538;19553;19947;20147	13681;17345;17499;18427;19219;19787;20015;20340	-;-;-;-;-;-;-;-	2424	7492	12702	14642	7720	7399	8229
g2373	contig_98_pilon;contig_98_pilon	20878;21043	20959;21479	+;+	519	403	810	804	357	317	282
g2374	contig_98_pilon	39142	39534	+	393	0	2	2	0	0	0
g2375	contig_98_pilon;contig_98_pilon	39707;40192	39959;40391	-;-	453	2	2	3	0	0	0
g2376	contig_98_pilon	40638	41117	+	480	0	0	0	3	0	0
g2377	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	43474;43875;44365;44822;45064;45289;45675;46008;46347;47027;47925;48331;48448;48930;48930	43731;43938;44647;44946;45171;45383;45743;46296;46897;47806;48215;48708;48708;49367;49367	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3729	3398	1261	1925	3527	2620	2281
g2378	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	49471;49471;50042;50042;50133;50133;50297;50297;50417;50417;50894;50894;51072;51072;52223;52223	49491;49491;50089;50089;50180;50180;50380;50380;50470;50500;50964;50964;51393;51393;52276;52276	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	732	1500	778	887	854	808	1068
g2379	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	52473;52473;53304;53304;54339;54339;54970;54970;55170;55170;56019;56019;56595;56595;57322;57322;57626;57626;58035;58035;58198;58198;64155;64155;64393;64393;64660;64660;64871;64871;65252;65252;65492;65551;65551;65888;65888;66244;66244;66732;66732	53143;53143;54175;54175;54858;54858;55029;55029;55806;55806;56347;56347;57114;57114;57485;57485;57788;57788;58154;58154;58545;58545;64235;64235;64500;64500;64725;64725;64969;64969;65360;65360;65497;65699;65699;66025;66025;66408;66408;67271;67271	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5865	2962	3187	3856	2260	1170	2980
g2380	contig_98_pilon	69287	69643	+	357	6	2	0	1	0	1
g2381	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	69710;70050;70124;70660;70982;71318;71830;72011;72475;72632;72973;73334;73581;73830;74072;74364;74765;75034;75303;75758;76100;76542;77447;77862;78478;78901;79446;79814;80266;81149	69928;70083;70134;70875;71194;71627;71885;72103;72516;72850;73101;73399;73679;73894;74130;74534;74900;75145;75604;75962;76330;77072;77732;78331;78717;79285;79638;80156;80503;81423	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5949	2400	5551	6372	2519	952	4275
g2382	contig_98_pilon;contig_98_pilon;contig_98_pilon	82705;82885;83193	82759;83060;83414	+;+;+	453	83	68	118	242	147	141
g2383	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	83458;84166;84310;85023;88783;89043;89071;89573;89573;89871;89871;90219;90319;90338;90499;90499;90810;90810;91219;91523;91901;92740;93411	84129;84256;84390;85031;88927;89196;89196;89620;89620;89933;89933;90282;90372;90372;90618;90618;90935;90893;91309;91637;91954;92944;93416	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2098	2303	4075	3862	9191	7918	7623
g2384	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	93486;93898;94265;94400;94759;97221;97724	93702;94088;94310;94428;94863;97325;97810	+;+;+;+;+;+;+	780	708	890	982	1023	602	808
g2385	contig_98_pilon	97983	100757	-	2775	61	227	199	16	23	72
g2386	contig_98_pilon;contig_98_pilon	100793;100977	100820;101299	-;-	351	3	2	4	5	4	0
g2387	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	103794;103794;104092;104092;104544;104544;104991;104991;105272;105272;105421;105592;105592;105878;105878;106092;106092;106526;106526	103915;103915;104344;104344;104645;104645;105063;105063;105368;105368;105432;105820;105820;105898;105898;106190;106190;106729;106729	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1212	354	461	428	925	1044	762
g2388	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	114224;114329;115404;115654;115997;116325;116482;116871	114235;114457;115490;115745;116105;116360;116568;116942	+;+;+;+;+;+;+;+	624	695	1151	801	1144	1222	1132
g2389	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	117658;117936;118467;118802;118922;119333;119824;120924;121367;121768;122142	117758;118272;118648;118889;118992;119612;120608;121197;121616;121934;122303	-;-;-;-;-;-;-;-;-;-;-	2697	459	338	302	197	93	323
g2390	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	122668;122830;123089;123239;123618;124313	122720;122876;123188;123415;123780;124363	+;+;+;+;+;+	591	80	85	69	37	25	48
g2391	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	125309;125589;126158;126810	125383;126044;126612;127254	-;-;-;-	1431	646	173	216	85	62	195
g2392	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	127890;127890;127890;132096;132153;132153;132153;132960;132960;132960;132960;133219;133219;133663;133663;133663;134441;134441;134460;134845;134845;134845;135405;135405;135405;135608;135608;135608;135858;135858;135858;136214;136214;136214;136415;136415;136415;136514;136514;136514;136818;136818;136818;136892;136892;137165;137165;137165;138077;138077;138077;138287;138287;138287;139812;139812;139812;139957;139957;139957;140064;140064;140064;142287;142287;142287;142497;142497;142497;142680;142680;142680;143125;143125;143125;143429;143429;143429;143558;143558;143558;143855;143855;143855;144107;144107;144107	128057;128057;128057;132288;132288;132288;132288;133225;133099;133099;133301;133314;133314;133739;133739;133676;134612;134612;134612;135050;135050;135050;135484;135484;135484;135661;135661;135661;135918;135918;135918;136287;136287;136287;136477;136433;136477;136523;136523;136523;136830;136830;136830;136958;136958;137188;137188;137188;138098;138098;138098;139206;139206;139206;139832;139832;139832;140033;140033;140033;140177;140177;140177;142376;142376;142376;142554;142554;142554;143035;143035;143035;143369;143369;143369;143432;143432;143432;143599;143599;143599;143980;143980;143980;144130;144130;144130	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3716	3241	3148	3426	5812	3595	4893
g2393	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	144219;144769;144933;145034;145216;145349;147308	144251;144834;144999;145069;145312;145445;147382	-;-;-;-;-;-;-	471	532	314	535	806	273	509
g2394	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	147451;147903;148341;148775;149317;149642	147767;148077;148492;148913;149454;149758	+;+;+;+;+;+	1038	12	31	21	16	0	51
g2395	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	150723;150723;150723;150946;150946;150946;151426;151426;151426;151778;151797;154840	150839;150839;150839;151211;151211;151211;151635;151741;151761;151973;151946;155380	-;-;-;-;-;-;-;-;-;-;-;-	1456	4	0	0	2	0	0
g2396	contig_98_pilon	155502	156380	+	879	0	0	8	8	0	0
g2397	contig_98_pilon	156517	156816	+	300	0	0	0	0	0	0
g2398	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	156889;157618;157703;157829	157145;157678;157801;157843	-;-;-;-	432	0	0	0	0	0	0
g2399	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	164247;164699;164953;165153;165571;166113	164563;164813;165005;165306;165654;166367	+;+;+;+;+;+	978	328	34	49	4	2	0
g2400	contig_98_pilon	167062	167544	-	483	0	0	5	0	0	0
g2401	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	167626;167963;168371;168527	167933;168283;168439;168773	+;+;+;+	945	10	0	0	0	0	0
g2402	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	172282;172613;173559;174804;175251;176136;176581	172441;173500;174238;175077;176005;176509;176962	-;-;-;-;-;-;-	3513	0	0	0	0	0	0
g2403	contig_98_pilon	177036	178148	-	1113	0	0	0	0	0	0
g2404	contig_98_pilon;contig_98_pilon;contig_98_pilon	179428;179690;183110	179523;179872;183442	-;-;-	612	0	0	0	0	0	0
g2405	contig_98_pilon;contig_98_pilon	186077;189388	187376;189728	-;-	1641	0	0	0	0	0	0
g2406	contig_98_pilon	193689	194024	+	336	0	0	0	0	0	0
g2407	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	204458;204629;204795;204961;205330;205449;205751;206110	204555;204721;204887;205142;205419;205717;205802;206126	-;-;-;-;-;-;-;-	894	0	0	0	6	0	0
g2408	contig_98_pilon;contig_98_pilon;contig_98_pilon	209997;210376;212600	210170;211281;212857	+;+;+	1338	0	0	0	0	0	0
g2409	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	214119;214806;214933;215059	214375;214908;215031;215073	-;-;-;-	474	0	0	0	0	0	0
g2410	contig_98_pilon;contig_98_pilon	242685;243003	242832;243178	+;+	324	0	4	0	0	0	0
g2411	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	243795;243954;244451;244600;245186;245521;245926;246415;246687;246947;247320;247724;248034;248334;248511;250247;250674	243915;244086;244524;244636;245402;245740;246070;246550;246770;247066;247535;247783;248137;248392;248713;250400;251077	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2487	3038	4232	3897	4339	3486	2550
g2412	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	252335;252816;253635;254213;255087;255437	252464;253396;253972;254690;255411;255642	-;-;-;-;-;-	2058	447	556	552	506	335	671
g2413	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	256553;256553;257074;257074;257675;257675;258341	256772;256772;257512;257512;257912;257884;258518	+;+;+;+;+;+;+	1075	12	35	7	32	0	27
g2414	contig_98_pilon	261332	262504	+	1173	36	8	11	2	0	0
g2415	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	269104;269281;270219;271144;271483;271915;272204;272572;277098;277455;277498;277815;277815;279478;279503;280042;280042	269252;269528;270788;271335;271737;272096;272454;272703;277232;277587;277587;278167;278171;279592;279592;280398;280398	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3076	824	1395	1013	562	195	597
g2416	contig_98_pilon;contig_98_pilon	277003;277264	277153;277394	-;-	282	0	0	0	0	0	0
g2417	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	282551;282718;283540;283636;284084;284084;284535;284535;284885;284885;285131;285131;285435;285435;285620;285620;285831;285831;286382;286382;286918;286918;287413;287413;288027;288027;288447;288447;288710;288856;289015;289145;289317;296631;296896	282569;282779;283851;283851;284305;284305;284617;284617;285011;285011;285215;285215;285498;285498;285681;285681;285901;285901;286477;286477;287066;287066;287482;287482;288067;288067;288522;288552;288740;288989;289114;289216;289419;296681;296902	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2067	3733	4415	4586	4523	3222	3877
g2418	contig_98_pilon	297032	298570	-	1539	1000	1848	1597	1059	362	732
g2419	contig_98_pilon;contig_98_pilon;contig_98_pilon	299222;299467;300244	299423;299687;300318	+;+;+	498	158	425	295	192	68	132
g2420	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	311086;311086;311686;311686;312118;312209;312401;312623;312623;312936;312936;313336;313336;313765;313765;314679;314679;314936;314936	311227;311227;311767;311767;312129;312526;312526;312712;312712;313032;313032;313485;313485;313886;313886;314867;314867;315053;315053	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1320	538	558	618	1899	750	1885
g2421	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	317561;317827;318103;318360;318802;318869;319332;319332;320037;320037	317724;318027;318226;318478;319020;319020;319848;319848;320609;320609	+;+;+;+;+;+;+;+;+;+	1917	58	488	75	7	8	18
g2422	contig_98_pilon;contig_98_pilon	322197;322781	322608;322941	-;-	573	0	0	0	4	0	6
g2423	contig_98_pilon;contig_98_pilon;contig_98_pilon	325172;325693;326168	325514;326134;326339	-;-;-	957	13045	9242	17476	27836	26999	18159
g2424	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	326394;326761;326985;327663;328120;328903;330596;331027;332195;332195;332482;332482;332850;332850;333199;333199	326421;326949;327264;327950;328184;329161;330667;331181;332373;332373;332591;332591;333005;333005;333396;333396	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1979	0	4	0	0	0	4
g2425	contig_98_pilon;contig_98_pilon;contig_98_pilon;contig_98_pilon	334202;335949;336147;336385	335694;336006;336251;336423	-;-;-;-	1695	490	789	653	98	71	256
g2426	contig_98_pilon	337225	338238	+	1014	331	278	334	125	126	319
g2427	contig_98_pilon	339881	340627	-	747	336	906	1512	1523	833	1771
g2428	contig_98_pilon	340813	341133	+	321	86	126	248	374	213	357
g2429	contig_99_pilon;contig_99_pilon	14263;14626	14526;14784	-;-	423	0	0	0	0	0	0
g2430	contig_99_pilon;contig_99_pilon;contig_99_pilon	16177;16500;16885	16249;16666;17115	+;+;+	471	0	0	0	0	0	0
g2431	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	18224;18527;20318;20667;21258;21715;22417;22829	18294;18635;20449;20759;21549;21905;22623;22939	+;+;+;+;+;+;+;+	1206	0	0	0	0	0	0
g2432	contig_99_pilon;contig_99_pilon	49590;50142	49973;50201	-;-	444	0	0	0	0	0	0
g2433	contig_99_pilon	50267	51613	+	1347	0	0	0	0	0	0
g2434	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	68007;72009;72388;75648	68420;72362;72500;76062	+;+;+;+	1296	0	0	0	0	0	0
g2435	contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon;contig_99_pilon	80190;81304;83565;83841;84570;85434	80704;81475;83729;83999;84764;86120	+;+;+;+;+;+	1893	0	0	0	0	0	0
g2436	contig_99_pilon;contig_99_pilon;contig_99_pilon	86288;86731;87025	86555;86927;87237	+;+;+	678	0	0	1	0	0	0
g2437	contig_99_pilon	93791	95137	-	1347	0	0	0	0	0	0
g2438	contig_99_pilon;contig_99_pilon;contig_99_pilon	95252;95583;96786	95356;95843;96920	-;-;-	501	0	0	0	0	0	0
